ticker,cik,observed_delist_date,crsp_code,bucket,confidence,reason,delist_filing_form,delist_filing_date,anchor_8k_items,dereg_form,resolved_name,resolution_source,payout_per_share,payout_source,payout_confidence
WP,1533932,2019-08-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-07-31,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Worldpay, Inc.",name_search,11.00,8K_2.01,high
WPX,1518832,2021-01-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-01-07,"1.02,2.01,3.01,5.01,5.02,7.01,9.01",15-12B,"WPX ENERGY, INC.  (CIK 0001518832)",efts,,none,none
WRI,828916,2021-08-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-08-04,"2.01,3.01,3.03,5.01,5.02,5.07,7.01,9.01",15-12B,WEINGARTEN REALTY INVESTORS /TX/,name_search,,none,none
WWAV,1555365,2017-07-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-04-12,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,WHITEWAVE FOODS Co,name_search,56.25,8K_2.01,high
WYN,1361658,2018-05-31,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),,,,,,manual,,,
X,1163302,2025-06-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-06-18,"1.01,2.01,2.04,3.01,3.03,5.01,5.03,9.01",15-12G,,manual,55.00,8K_2.01,high
XCO,316300,2017-12-26,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2018-01-10,,15-12B,EXCO RESOURCES INC,name_search,,,
XEC,1168054,2021-10-04,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-10-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,CIMAREX ENERGY CO,name_search,,none,none
XL,875159,2018-09-13,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-09-12,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,XL GROUP LTD  (CIK 0000875159),efts,57.60,8K_2.01,high
XLNX,743988,2022-02-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-02-14,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,XILINX INC,name_search,,none,none
XLRN,1280600,2021-11-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-11-22,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,ACCELERON PHARMA INC  (CIK 0001280600),efts,180.00,8K_2.01,high
XLS,1524471,2015-05-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-05-29,"1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,,manual,,none,none
XOG,1655020,2021-11-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-11-01,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,7.01,9.01",15-12B,"Extraction Oil & Gas, Inc.  (CIK 0001655020)",efts,,none,none
XTO,868809,2013-02-07,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2010-06-28,"3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12B,,manual,,,
Y,775368,2022-10-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-19,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,ALLEGHANY CORP /DE,name_search,848.02,8K_2.01,high
ZAYO,1608249,2020-03-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-03-09,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01",15-12B,"Zayo Group Holdings, Inc.  (CIK 0001608249)",efts,35.00,8K_2.01,high
ZEN,1463172,2022-11-21,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-11-22,"1.01,1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,"Zendesk, Inc.",name_search,77.50,8K_2.01,high
ZNGA,1439404,2022-09-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-05-23,"1.01,1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,ZYNGA INC,name_search,,none,none
ZU,1478484,2015-09-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-10-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01",15-12B,"zulily, inc.  (CIK 0001478484)",efts,,none,none
