ticker,bucket,observed_delist_date,crsp_code,dlret,reason,exchange,last_trade_close,payout_per_share,stock_ratio,acquirer_price,acquirer_ticker,recovery_ratio,terminal_value,dlret_method,dlret_confidence,payout_source
IFIN,exchange_transfer,2024-08-30,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,6.280000,,,,,,,exchange_transfer_zero,high,
IM,merger,2016-12-13,231,0.000257,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,38.890000,38.900000,,,,,38.900000,cash_only,high,8K_2.01
IMCL,compliance_failure,2018-10-05,573,-0.550000,SEC REVOKED registration filed 2019-04-10,nasdaq,0.159277,,,,,,,shumway_nasdaq,medium,
IMMU,merger,2020-10-23,231,0.001593,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,87.860000,88.000000,,,,,88.000000,cash_only,high,8K_2.01
IMS,merger,2016-10-11,200,,M&A 2.01+3.01 (acquisition with delisting),nyse,31.340000,,,,,,,abstain_no_consideration,low,
IPG,merger,2025-11-26,231,0.001058,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,24.570000,,0.344000,71.500000,OMC,,24.596000,stock_only,medium,
IPHI,merger,2021-04-20,231,0.001256,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,172.270000,66.000000,2.323000,45.840000,MRVL,,172.486320,cash_plus_stock,medium,
IRF,compliance_failure,2015-01-13,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,39.980000,,,,,,,shumway_nyse_amex,medium,
ISCA,merger,2019-10-18,231,0.000222,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,44.990000,45.000000,,,,,45.000000,cash_only,high,8K_2.01
ISIL,merger,2017-02-27,231,0.000445,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,22.490000,22.500000,,,,,22.500000,cash_only,high,8K_2.01
ITC,exchange_transfer,2016-10-24,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,45.500000,,,,,,,exchange_transfer_zero,high,
ITCI,merger,2025-04-02,231,0.000986,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,131.870000,132.000000,,,,,132.000000,cash_only,high,8K_2.01
ITG,merger,2019-02-28,231,0.002316,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,30.230000,30.300000,,,,,30.300000,cash_only,high,8K_2.01
JAH,compliance_failure,2016-04-25,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,58.970000,,,,,,,shumway_nyse_amex,medium,
JAMF,merger,2026-01-30,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,13.050000,13.050000,,,,,13.050000,cash_only,medium,DEFM14A
JNPR,merger,2025-07-02,231,0.001252,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,39.950000,40.000000,,,,,40.000000,cash_only,high,8K_2.01
JNY,merger,2014-04-09,231,0.000667,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,14.990000,15.000000,,,,,15.000000,cash_only,high,8K_2.01
JOY,merger,2017-04-13,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,28.300000,28.300000,,,,,28.300000,cash_only,high,8K_2.01
JUNO,merger,2018-03-06,231,0.000460,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,86.960000,87.000000,,,,,87.000000,cash_only,high,8K_2.01
JWN,merger,2025-05-20,231,-0.016626,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,24.660000,24.250000,,,,,24.250000,cash_only,high,8K_2.01
K,merger,2025-12-11,231,0.000719,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,83.440000,83.500000,,,,,83.500000,cash_only,high,8K_2.01
KATE,merger,2017-07-12,231,0.000541,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,18.490000,18.500000,,,,,18.500000,cash_only,high,8K_2.01
KCI,compliance_failure,2012-11-12,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,68.470000,,,,,,,shumway_nyse_amex,medium,
KING,liquidation,2016-03-02,400,-0.300000,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",nyse,18.000000,,,,,,,shumway_nyse_amex,medium,
KLG,exchange_transfer,2023-10-02,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),other,13.350000,,,,,,,exchange_transfer_zero,high,
KSU,exchange_transfer,2021-12-13,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,293.590000,,,,,,,exchange_transfer_zero,high,
KWK,exchange_transfer,2015-01-16,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),other,0.146000,,,,,,,exchange_transfer_zero,high,
LEAF,merger,2021-06-14,231,0.001178,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,8.490000,8.500000,,,,,8.500000,cash_only,medium,DEFM14A
LEAP,liquidation,2022-08-16,400,-0.300000,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",nyse,10.020000,,,,,,,shumway_nyse_amex,medium,
LEXEA,merger,2019-07-26,231,-0.004538,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,50.420000,,0.360000,139.420000,EXPE,,50.191200,stock_only,medium,
LGF-B,exchange_transfer,2025-05-06,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,7.690000,,,,,,,exchange_transfer_zero,high,
LLTC,merger,2017-03-20,231,0.003709,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,65.000000,46.000000,0.232100,82.900000,ADI,,65.241090,cash_plus_stock,medium,8K_2.01
LM,merger,2020-07-31,231,0.000200,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,49.990000,50.000000,,,,,50.000000,cash_only,high,8K_2.01
LNKD,merger,2016-12-16,231,0.000204,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,195.960000,196.000000,,,,,196.000000,cash_only,medium,DEFM14A
LO,merger,2015-06-22,231,0.022669,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,71.400000,50.500000,0.290900,77.410000,RAI,,73.018569,cash_plus_stock,medium,8K_2.01
LOGM,merger,2020-08-31,231,0.000116,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,86.040000,86.050000,,,,,86.050000,cash_only,high,8K_2.01
LPNT,merger,2018-11-16,231,0.000154,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,64.990000,65.000000,,,,,65.000000,cash_only,high,8K_2.01
LPT,merger,2020-02-03,231,0.001005,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,61.950000,,0.675000,91.870000,PLD,,62.012250,stock_only,medium,
LSI,merger,2023-07-19,231,0.001647,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,133.100000,,0.895000,148.960000,EXR,,133.319200,stock_only,medium,
LVGO,merger,2020-10-30,231,-0.137552,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,139.770000,4.240000,0.592000,196.460000,TDOC,,120.544320,cash_plus_stock,medium,8K_2.01
LVLT,exchange_transfer,2017-11-01,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,53.630000,,,,,,,exchange_transfer_zero,high,
LVNTA,exchange_transfer,2018-03-12,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nasdaq,53.420000,,,,,,,exchange_transfer_zero,high,
LXK,merger,2016-11-29,231,0.000247,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,40.490000,40.500000,,,,,40.500000,cash_only,high,8K_2.01
LYLT,compliance_failure,2023-06-27,570,-0.550000,"Compliance failure (3.01 alone, no M&A indicators)",other,0.011000,,,,,,,shumway_nasdaq,medium,
MCFE,merger,2022-09-16,231,0.000385,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,25.990000,26.000000,,,,,26.000000,cash_only,medium,8K_1.01
MCRS,merger,2014-09-08,231,0.000147,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,67.990000,68.000000,,,,,68.000000,cash_only,high,8K_2.01
MCW,merger,2026-05-19,200,,M&A 2.01+3.01 (acquisition with delisting),nasdaq,7.100000,,,,,,,abstain_no_consideration,low,
MDC,exchange_transfer,2024-04-19,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,62.980000,,,,,,,exchange_transfer_zero,high,
MDLA,merger,2021-10-29,231,0.000294,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,33.990000,34.000000,,,,,34.000000,cash_only,medium,DEFM14A
MDR,compliance_failure,2020-01-22,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,0.700000,,,,,,,shumway_nyse_amex,medium,
MDSO,merger,2019-10-28,231,0.000325,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,92.220000,92.250000,,,,,92.250000,cash_only,high,8K_2.01
MDVN,merger,2016-09-29,231,0.000737,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,81.440000,81.500000,,,,,81.500000,cash_only,high,8K_2.01
MER,exchange_transfer,2008-12-31,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,11.640000,,,,,,,exchange_transfer_zero,high,
MFE,merger,2011-03-01,231,0.001043,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,47.950000,48.000000,,,,,48.000000,cash_only,high,8K_2.01
MGI,merger,2023-06-01,231,0.000910,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,10.990000,11.000000,,,,,11.000000,cash_only,high,8K_2.01
MHS,compliance_failure,2013-04-10,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,71.710000,,,,,,,shumway_nyse_amex,medium,
MIC,merger,2022-07-21,231,0.004890,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,4.090000,4.110000,,,,,4.110000,cash_only,high,8K_2.01
MIK,merger,2021-04-15,231,0.001365,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,21.970000,22.000000,,,,,22.000000,cash_only,high,8K_2.01
MIL,exchange_transfer,2016-02-12,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,1.930000,,,,,,,exchange_transfer_zero,high,
MJN,merger,2017-07-14,231,0.000222,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,89.980000,90.000000,,,,,90.000000,cash_only,high,8K_2.01
MNDT,merger,2022-09-16,231,0.000870,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,22.980000,23.000000,,,,,23.000000,cash_only,high,8K_2.01
MNI,exchange_transfer,2020-02-13,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,0.750000,,,,,,,exchange_transfer_zero,high,
MON,merger,2022-12-23,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,10.070000,,,,,,,abstain_no_consideration,low,
MRC,merger,2025-11-05,231,0.002611,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,13.780000,,0.948900,14.560000,DNOW,,13.815984,stock_only,medium,
MRD,merger,2016-09-26,231,-0.018427,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,14.720000,,0.375000,38.530000,RRC,,14.448750,stock_only,medium,
MRO,merger,2024-11-22,231,-0.001883,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,28.550000,,0.255000,111.750000,COP,,28.496250,stock_only,medium,
MSCC,merger,2018-05-29,231,0.000582,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,68.740000,68.780000,,,,,68.780000,cash_only,high,8K_2.01
MSGN,merger,2021-07-09,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,14.170000,,,,,,,abstain_no_consideration,low,
MSP,merger,2022-06-23,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,35.180000,,,,,,,abstain_no_consideration,low,
MXIM,merger,2021-09-01,231,-0.015908,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,103.140000,,0.630000,161.110000,ADI,,101.499300,stock_only,medium,
NATI,merger,2023-10-11,231,0.000333,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,59.980000,60.000000,,,,,60.000000,cash_only,high,8K_2.01
NAV,merger,2021-06-30,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,44.500000,44.500000,,,,,44.500000,cash_only,high,8K_2.01
NBL,merger,2020-10-06,231,0.017840,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,8.460000,,0.119100,72.300000,CVX,,8.610930,stock_only,medium,
NEWR,merger,2023-11-07,231,0.000115,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,86.990000,87.000000,,,,,87.000000,cash_only,high,8K_2.01
NFS,expiration,2010-01-08,600,,"Non-equity security (asset_type='etf', name='graniteshares 2x short nflx daily etf')",nyse,52.210000,,,,,,,dropped_expiration,low,
NFX,merger,2019-02-14,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,17.070000,,,,,,,abstain_no_consideration,low,
NIHD,merger,2020-08-03,200,,M&A 2.01+3.01 (acquisition with delisting),nasdaq,2.170000,,,,,,,abstain_no_consideration,low,
NLC,merger,2012-12-10,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,38.800000,38.800000,,,,,38.800000,cash_only,medium,DEFM14A
NLSN,merger,2022-10-11,231,0.000715,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,27.980000,28.000000,,,,,28.000000,cash_only,high,8K_2.01
NMX,merger,2009-08-28,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,81.150000,,,,,,,abstain_no_consideration,low,
NRE,merger,2019-10-07,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,17.020000,,,,,,,abstain_no_consideration,low,
NRF,merger,2017-01-18,231,-0.364538,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,16.130000,10.250000,,,,,10.250000,cash_only,medium,DEFM14A
NSR,liquidation,2022-08-15,400,-0.300000,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",nyse,7.760000,,,,,,,shumway_nyse_amex,medium,
NTRI,merger,2019-03-08,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,42.890000,,,,,,,abstain_no_consideration,low,
NTY,exchange_transfer,2010-09-30,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,54.980000,,,,,,,exchange_transfer_zero,high,
NUAN,merger,2022-03-04,231,0.000179,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,55.990000,56.000000,,,,,56.000000,cash_only,high,8K_2.01
NVLS,expiration,2017-07-24,600,,"Non-equity security (asset_type='etf', name='defiance nvda lightningspread(tm) income etf')",nasdaq,2.400000,,,,,,,dropped_expiration,low,
OA,merger,2018-06-06,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,134.500000,134.500000,,,,,134.500000,cash_only,high,8K_2.01
OB,merger,2017-10-19,231,0.000553,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,18.090000,18.100000,,,,,18.100000,cash_only,high,8K_2.01
OCR,merger,2015-08-17,231,0.001021,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,97.900000,98.000000,,,,,98.000000,cash_only,high,8K_2.01
OMX,merger,2013-11-05,231,-0.004030,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,15.260000,,2.690000,5.650000,ODP,,15.198500,stock_only,medium,
ONXX,liquidation,2013-10-17,470,-0.550000,3.01 + 2.04 (delisting with debt acceleration: distress/Ch.11 lead-in),nasdaq,124.920000,,,,,,,shumway_nasdaq,medium,
OSH,merger,2023-05-02,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,39.000000,39.000000,,,,,39.000000,cash_only,medium,8K_1.01
PACW,merger,2023-11-30,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,7.540000,,,,,,,abstain_no_consideration,low,
PAS,expiration,2011-03-07,600,,"Non-equity security (asset_type='etf', name='graniteshares 2x short panw daily etf')",nyse,29.980000,,,,,,,dropped_expiration,low,
PBCT,merger,2022-04-04,231,0.006556,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,19.410000,,0.118000,165.570000,MTB,,19.537260,stock_only,medium,
PBG,compliance_failure,2011-03-07,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,38.230000,,,,,,,shumway_nyse_amex,medium,
PCP,merger,2016-02-08,231,0.000213,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,234.950000,235.000000,,,,,235.000000,cash_only,high,8K_2.01
PCYC,merger,2015-06-03,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,261.250000,261.250000,,,,,261.250000,cash_only,high,8K_2.01
PDCE,merger,2023-09-05,231,0.045418,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,73.850000,,0.463800,166.460000,CVX,,77.204148,stock_only,medium,
PDCO,merger,2025-04-17,231,0.000638,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,31.330000,31.350000,,,,,31.350000,cash_only,high,8K_2.01
PDLI,compliance_failure,2022-01-18,570,-0.550000,"Compliance failure (3.01 alone, no M&A indicators)",nasdaq,2.470000,,,,,,,shumway_nasdaq,medium,
PE,expiration,2021-01-12,600,,"Non-equity security (asset_type='etf', name='cambria buyout etf')",nyse,16.930000,,,,,,,dropped_expiration,low,
PETM,merger,2015-03-11,231,0.000241,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,82.980000,83.000000,,,,,83.000000,cash_only,high,8K_2.01
PF,merger,2018-10-26,231,-0.008225,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,66.660000,43.110000,0.649400,35.420000,CAG,,66.111748,cash_plus_stock,medium,
PFPT,merger,2021-08-31,231,0.000569,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,175.900000,176.000000,,,,,176.000000,cash_only,high,8K_2.01
PGN,exchange_transfer,2015-12-17,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),other,0.145800,,,,,,,exchange_transfer_zero,high,
PGRE,merger,2025-12-18,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,6.600000,6.600000,,,,,6.600000,cash_only,high,8K_2.01
PINC,merger,2025-11-25,231,-0.000354,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,28.260000,28.250000,,,,,28.250000,cash_only,high,8K_2.01
PLAN,merger,2022-06-22,231,0.035619,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,63.730000,66.000000,,,,,66.000000,cash_only,medium,DEFM14A
PLCM,merger,2016-09-28,231,0.002406,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,12.470000,12.500000,,,,,12.500000,cash_only,high,8K_2.01
PLL,merger,2025-08-29,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,7.250000,,,,,,,abstain_no_consideration,low,
PMCS,merger,2016-01-25,231,-0.005212,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,11.650000,9.220000,0.077100,30.730000,MSCC,,11.589283,cash_plus_stock,medium,
PNRA,merger,2017-07-19,231,0.000222,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,314.930000,315.000000,,,,,315.000000,cash_only,high,8K_2.01
PNY,exchange_transfer,2016-10-11,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,60.020000,,,,,,,exchange_transfer_zero,high,
PPD,merger,2021-12-08,231,0.004653,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,47.280000,47.500000,,,,,47.500000,cash_only,high,8K_2.01
PPO,merger,2015-08-26,231,0.000331,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,60.480000,60.500000,,,,,60.500000,cash_only,high,8K_2.01
PPP,exchange_transfer,2017-08-14,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,0.157194,,,,,,,exchange_transfer_zero,high,
PPS,merger,2016-12-08,231,0.006034,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,65.020000,,0.710000,92.130000,MAA,,65.412300,stock_only,medium,
PRAH,merger,2021-07-01,231,0.023171,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,165.210000,80.000000,0.412500,215.850000,ICLR,,169.038125,cash_plus_stock,medium,8K_2.01
PTHN,merger,2017-11-03,231,0.000572,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,34.980000,35.000000,,,,,35.000000,cash_only,medium,8K_1.01
PX,merger,2018-10-30,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,164.500000,,1.000000,164.500000,LIN,,164.500000,stock_only,medium,
PXD,merger,2024-05-03,231,-0.000392,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,269.620000,,2.323400,116.000000,XOM,,269.514400,stock_only,medium,
PXP,merger,2013-05-30,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,48.900000,,,,,,,abstain_no_consideration,low,
PYCR,merger,2025-04-14,231,0.000445,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,22.490000,22.500000,,,,,22.500000,cash_only,high,8K_2.01
QCOR,merger,2014-08-14,231,-0.679487,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,93.600000,30.000000,,,,,30.000000,cash_only,high,8K_2.01
QEP,merger,2021-03-18,231,-0.078799,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,4.080000,,0.050000,75.170000,FANG,,3.758500,stock_only,medium,
QLGC,merger,2016-08-24,231,0.018022,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,16.070000,11.000000,0.098000,54.690000,CAVM,,16.359620,cash_plus_stock,medium,
RAH,merger,2013-01-29,231,0.000222,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,89.980000,90.000000,,,,,90.000000,cash_only,high,8K_2.01
RAI,merger,2017-08-17,231,-0.549847,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,65.400000,29.440000,,,,,29.440000,cash_only,high,8K_2.01
RAX,merger,2016-11-11,231,0.000313,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,31.990000,32.000000,,,,,32.000000,cash_only,high,8K_2.01
RCPT,merger,2015-08-27,231,0.000172,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,231.960000,232.000000,,,,,232.000000,cash_only,high,8K_2.01
RDC,merger,2019-04-11,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,10.930000,,,,,,,abstain_no_consideration,low,
RESP,expiration,2024-01-26,600,,"Non-equity security (asset_type='etf', name='wisdomtree u.s. esg fund')",nyse,50.792000,,,,,,,dropped_expiration,low,
RETA,merger,2023-09-26,231,0.000812,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,172.360000,172.500000,,,,,172.500000,cash_only,high,8K_2.01
RHT,merger,2019-07-08,231,0.012200,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,187.710000,190.000000,,,,,190.000000,cash_only,high,8K_2.01
RICE,merger,2017-11-14,231,-0.054502,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,29.320000,5.300000,0.370000,60.600000,EQT,,27.722000,cash_plus_stock,medium,
ROH,compliance_failure,2009-04-01,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,78.940000,,,,,,,shumway_nyse_amex,medium,
RP,merger,2021-04-22,231,0.000338,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,88.720000,88.750000,,,,,88.750000,cash_only,high,8K_2.01
RPAI,merger,2021-10-22,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,13.150000,,,,,,,abstain_no_consideration,low,
RRD,merger,2022-02-25,231,0.000923,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,10.840000,10.850000,,,,,10.850000,cash_only,high,8K_2.01
RSH,compliance_failure,2015-02-02,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,0.240200,,,,,,,shumway_nyse_amex,medium,
RSPP,merger,2018-07-19,231,-0.008020,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,47.830000,,0.320000,148.270000,CXO,,47.446400,stock_only,medium,
RVBD,merger,2015-04-24,231,0.000476,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,20.990000,21.000000,,,,,21.000000,cash_only,medium,DEFM14A
RYL,merger,2015-09-30,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,40.830000,,,,,,,abstain_no_consideration,low,
SAF,exchange_transfer,2021-08-30,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,25.010000,,,,,,,exchange_transfer_zero,high,
SAGE,merger,2025-07-31,231,-0.020737,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,8.680000,8.500000,,,,,8.500000,cash_only,high,8K_2.01
SAVE,exchange_transfer,2024-11-18,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),other,1.080000,,,,,,,exchange_transfer_zero,high,
